CancerType,WSI-ID,NumNucleiSample,SizeOfNuclei-Average,SizeOfNuclei-Stddev,Note,SegmentationUnacceptableOrNot,VisualAssessmentComment
skcm,TCGA-HR-A5NC-01Z-00-DX1.F8577EB3-C670-4DDB-9EDD-B8681CE2D664.svs,75276,526.5447154,408.045955,few-nuclei,0,
skcm,TCGA-RP-A690-01Z-00-DX1.33FBA3CD-46C6-41B9-8F56-EFF2BBF8B1AE.svs,4403,475.2046332,596.8669233,few-nuclei,0,
skcm,TCGA-RP-A694-01Z-00-DX1.31B4F597-0CDA-4A3B-B34E-881ADCAB17DF.svs,132702,243.6184986,202.1538285,few-nuclei,0,
skcm,TCGA-D3-A2JN-06Z-00-DX1.0AA7684E-2886-4A00-B808-39EA790B825A.svs,672911,241.5550615,205.6443577,small-nuclei,1,very pinkish
skcm,TCGA-D3-A2JO-06Z-00-DX1.86BF4C7D-5A0B-4BD8-9928-A07A4FF14272.svs,626824,236.9132946,208.0744597,small-nuclei,1,very pinkish
skcm,TCGA-D3-A3CF-06Z-00-DX1.34257FE7-9EF7-454E-8384-3BB81771F629.svs,1412445,247.0293314,148.6579651,small-nuclei,1,very pinkish
skcm,TCGA-D9-A1JW-06Z-00-DX1.7BDC2E73-12DC-496D-8DCF-A56120D16C0B.svs,1343357,297.8894977,190.2235359,small-nuclei,0,
skcm,TCGA-D9-A6EA-01Z-00-DX1.4EC8653B-A344-4F8F-9B5D-17B9FF444DC0.svs,285345,300.9469765,268.3267673,small-nuclei,0,
skcm,TCGA-EB-A5VV-06Z-00-DX1.35151DAB-2548-46B3-BD1F-BF026DE31385.svs,2438225,280.9089768,165.463394,small-nuclei,0,
skcm,TCGA-EE-A2M8-01Z-00-DX1.E06EBE5D-184E-40A2-8527-8EBC59409990.svs,546040,276.2540785,263.1918278,small-nuclei,0,
skcm,TCGA-EE-A2ML-01Z-00-DX1.5AB5178E-7A4D-453D-929C-CB00C7D6868E.svs,2098480,264.6918179,137.8245918,small-nuclei,0,
skcm,TCGA-EE-A2MP-01Z-00-DX1.4A7DAF7C-078D-4068-A443-049D702098FF.svs,871352,268.7793234,149.1694083,small-nuclei,0,
skcm,TCGA-EE-A3AA-01Z-00-DX1.8AAA0943-A542-4FA7-A649-AD79CEE24458.svs,1307470,280.9134443,167.0184143,small-nuclei,0,
skcm,TCGA-FS-A1Z7-06Z-00-DX10.35F656A3-D0DD-4860-8348-3B7557821F2A.svs,597856,287.217641,355.3166996,small-nuclei,0,
skcm,TCGA-FS-A1Z7-06Z-00-DX9.7F36F443-CADB-4146-8B26-82E60DC88E55.svs,440317,269.6952241,272.7616602,small-nuclei,0,
skcm,TCGA-FS-A1ZW-06Z-00-DX11.16445359-EC88-45A1-821E-093DD8E1E62C.svs,456110,285.8703317,172.74249,small-nuclei,0,
skcm,TCGA-FS-A1ZW-06Z-00-DX6.0865819A-D6FF-4715-9B37-3B2A3462319D.svs,503285,245.1273096,182.8464336,small-nuclei,0,
skcm,TCGA-W3-A828-06Z-00-DX1.1617E01C-D0E8-49F9-9FE1-5D912E9C024A.svs,1173068,290.3509507,235.732618,small-nuclei,0,
skcm,TCGA-WE-AA9Y-06Z-00-DX1.83813BA4-04FA-4AEA-A50D-B962A753A59E.svs,1028296,238.0809747,228.3007533,small-nuclei,1,
skcm,TCGA-D3-A1Q1-06Z-00-DX1.7E87AE47-8145-464D-AFBC-82DEAC42F492.svs,871539,751.965943,477.5284092,huge-nuclei,0,
skcm,TCGA-D3-A5GT-06Z-00-DX1.9B6B1D66-BE1E-481D-B8BE-F782CC1C2FF3.svs,479502,740.2644473,686.1096951,huge-nuclei,0,
skcm,TCGA-DA-A1IA-01Z-00-DX1.5EC9E887-49D4-414D-B1AA-45EDCA84DA1A.svs,294185,739.6014447,585.4115377,huge-nuclei,0,
skcm,TCGA-DA-A3F3-01Z-00-DX1.8F546F95-2071-41E5-A0D4-66AB7B46DCFD.svs,842809,707.7631765,644.8893779,huge-nuclei,0,
skcm,TCGA-EE-A20C-01Z-00-DX1.48BAD79E-DFC8-44A7-92F8-09C7C0545455.svs,990199,709.6288908,633.4302558,huge-nuclei,0,
skcm,TCGA-EE-A29W-01Z-00-DX1.5C3B9CDC-43EB-4E9E-85D2-7B83BE7AB6F0.svs,1134189,960.7461217,921.6587143,huge-nuclei,0,
skcm,TCGA-ER-A19T-01Z-00-DX2.FEB8038D-2930-4216-ADCB-164A31922CBD.svs,2077519,717.176242,481.3984359,huge-nuclei,0,
skcm,TCGA-FR-A3YO-01Z-00-DX1.BD401359-62AF-4A4A-B15C-290E07651153.svs,1203413,704.2973767,806.3944457,huge-nuclei,1,Too much pigment
skcm,TCGA-FR-A69P-06Z-00-DX1.D4CEAE91-6400-4FA0-A34D-5E56A8382CEA.svs,829498,706.0664836,460.65923,huge-nuclei,0,
skcm,TCGA-FR-A726-01Z-00-DX1.E547BCFB-C27E-4115-9C11-C192587FB32C.svs,440555,821.6143932,701.2532248,huge-nuclei,1,Magnification is wrong
skcm,TCGA-FR-A8YC-06Z-00-DX1.C74DAE48-0901-4858-A47B-CAF5ED89C5D0.svs,2178822,748.9113259,423.4599197,huge-nuclei,0,
skcm,TCGA-FR-A8YD-06Z-00-DX1.AF90C1E6-94CB-48ED-BDED-F2AC6183153F.svs,956624,706.4841129,447.9373794,huge-nuclei,0,
skcm,TCGA-FS-A1ZC-06Z-00-DX2.D276DA18-BE05-4E67-9C91-DB2560078E3B.svs,921910,710.7723769,873.4289102,huge-nuclei,1,Tissue on the left seems folded
skcm,TCGA-FS-A1ZD-06Z-00-DX1.C7653162-9ED9-42C0-A012-72301B5E3B49.svs,1346774,711.3202141,651.1922296,huge-nuclei,0,
skcm,TCGA-FS-A1ZD-06Z-00-DX2.B2BF872D-1690-49FC-A8E7-921AA5F60A26.svs,3160708,758.7140875,708.0826477,huge-nuclei,1,very busy slide
skcm,TCGA-FS-A1ZM-06Z-00-DX3.339CCE1D-3E08-481D-9FF6-2D0F99BE4DBC.svs,1187518,757.4563089,598.3762416,huge-nuclei,0,
skcm,TCGA-FW-A3I3-06Z-00-DX1.C00AB7EB-C272-4B74-B540-47B31D731EDB.svs,237881,720.5519903,448.3477213,huge-nuclei,0,
skcm,TCGA-FW-A5DX-01Z-00-DX1.B6197945-5BEA-41F2-8164-415F046A5DFD.svs,177276,708.4997123,567.8488369,huge-nuclei,0,
skcm,TCGA-D3-A8GR-06Z-00-DX1.B5B05EF4-7ECC-435C-BEFE-F0D9786B6D4B.svs,1078650,549.3896454,856.2059825,huge-variation,0,
skcm,TCGA-DA-A1I0-01Z-00-DX1.B33CFE4A-EB0F-4D5A-B155-A5089EBD2A06.svs,186626,616.6422846,703.3064228,huge-variation,0,Pigmentation issue to some extent
skcm,TCGA-EB-A3Y7-01Z-00-DX1.4F5C0668-96CD-4614-9A22-B2A29FB7838C.svs,450398,515.9869027,676.1002229,huge-variation,1,Pigmentation issue
skcm,TCGA-EE-A17Y-01Z-00-DX1.0D310813-3A45-4B49-8338-8146F9760BE4.svs,761804,600.145229,865.1167428,huge-variation,0,
skcm,TCGA-EE-A29A-01Z-00-DX1.75D346DD-8932-4248-B8BD-CA20CBBC352C.svs,756415,501.5280369,688.0191037,huge-variation,0,
skcm,TCGA-EE-A29B-01Z-00-DX1.879D9639-D004-450B-8DB8-DE9CDBD0AEE3.svs,493051,632.8429818,797.6936323,huge-variation,1,Missing nuclei
skcm,TCGA-EE-A29D-01Z-00-DX1.20E820A1-6292-4717-ACAC-9797321FDE2A.svs,446386,631.8810267,793.2320351,huge-variation,0,
skcm,TCGA-EE-A29X-01Z-00-DX1.849003E0-F750-4D6C-9A68-AD4E894FDF00.svs,825605,690.2919592,1060.236529,huge-variation,0,
skcm,TCGA-EE-A3AD-01Z-00-DX1.43458789-DF9D-4CF4-8CE6-C6C4112B89D0.svs,1198823,604.3405323,725.9672539,huge-variation,0,
skcm,TCGA-GF-A3OT-01Z-00-DX1.014B8884-EE9D-4F3A-81BB-9DCAC92CC2AE.svs,477989,530.1910944,681.0847695,huge-variation,0,
skcm,TCGA-GN-A269-01Z-00-DX1.8DEB7375-C896-48F9-903F-5BA1384B10D7.svs,1261281,584.4747483,668.4761559,huge-variation,1,Pigmentation issue
skcm,TCGA-XV-A9W2-01Z-00-DX1.49675C94-0F98-4867-8C7E-398C2F41507E.svs,927418,489.4773802,740.2337003,huge-variation,1,Missing nuclei
skcm,TCGA-XV-AAZW-01Z-00-DX1.26C215F6-0EFA-42D9-A3EF-58466997594B.svs,1534454,623.0055948,772.3170046,huge-variation,1,Missing nuclei
stad,TCGA-CG-4301-01Z-00-DX1.d3a38b46-9f9c-4ed4-a1c7-fc1e48263a53.svs,93313,452.7651667,386.9795035,few-nuclei,0,
stad,TCGA-CG-4441-01Z-00-DX1.0e2867aa-9b2d-4539-b218-a1a318361dfc.svs,94656,363.8638649,363.1387468,few-nuclei,1,poor image condition
stad,TCGA-CG-4444-01Z-00-DX1.2f966933-a92c-4888-853c-2f8ca195120e.svs,117096,474.5786876,477.301189,few-nuclei,0,
stad,TCGA-CG-4449-01Z-00-DX1.87ab158b-0699-4b22-9d51-58abd1033245.svs,99892,723.7401293,1101.941255,few-nuclei,1,clumps and missing segmentation
stad,TCGA-CG-4455-01Z-00-DX1.f695a661-323d-4aeb-a3db-72510719eeed.svs,89284,682.6646992,685.702941,few-nuclei,0,
stad,TCGA-FP-8099-01Z-00-DX1.82948449-f540-49f2-a99a-d66da5eaaf4e.svs,106624,350.5597895,317.7532735,few-nuclei,0,
stad,TCGA-FP-A9TM-01Z-00-DX1.1BD7C378-9FDD-46F0-B546-BB255079AFAA.svs,103530,419.6584565,323.8003545,few-nuclei,0,clumps to some extent
stad,TCGA-MX-A663-01Z-00-DX1.EBDF2119-63E3-4DA5-B661-440A461904BE.svs,92293,292.8220667,260.411417,few-nuclei,0,
stad,TCGA-MX-A666-01Z-00-DX1.BBF0F62A-803E-4D05-A8A4-454D7BA15941.svs,106029,458.1422158,381.221445,few-nuclei,0,missing segmentation to some extent
stad,TCGA-R5-A7O7-01Z-00-DX1.89156AC0-4A5F-481D-9D5A-76B3751585F7.svs,91477,442.8587623,412.3277981,few-nuclei,0,clumps to some extent
stad,TCGA-R5-A7ZE-01Z-00-DX1.0E7DCE3F-E2A1-4F98-BEBF-E08DF2BF2FF3.svs,116518,431.345054,392.2084016,few-nuclei,0,
stad,TCGA-R5-A7ZR-01Z-00-DX1.3E6B0708-D1AF-422F-B7F8-BBCCCEEE89B7.svs,87924,408.9195669,361.9072001,few-nuclei,0,
stad,TCGA-R5-A804-01Z-00-DX1.D1DDC2EE-C3ED-4502-B1C1-71D5585E9470.svs,86428,386.8147128,269.8708842,few-nuclei,0,clumps to some extent
stad,TCGA-R5-A805-01Z-00-DX1.855298CD-DC64-4423-ABB1-D7AC92BF5177.svs,76857,367.9482415,275.2892235,few-nuclei,0,
stad,TCGA-VQ-AA6K-01Z-00-DX1.8AF14797-0C31-4DF3-94A4-868EC96E7BB1.svs,110024,370.7201792,489.8651826,few-nuclei,0,
stad,TCGA-B7-5816-01Z-00-DX1.1B05F96A-D5E2-4366-A098-A861313F3461.svs,874769,281.0804361,164.9015613,small-nuclei,0,
stad,TCGA-BR-6453-01Z-00-DX1.2e52d64c-e34f-47a9-9e5e-8954b5ef18ca.svs,983161,284.0154929,193.1319852,small-nuclei,0,
stad,TCGA-BR-7196-01Z-00-DX1.651ae8f6-2d2e-4520-9419-29b957e85d03.svs,1542325,281.6381483,225.2453986,small-nuclei,0,
stad,TCGA-BR-8363-01Z-00-DX1.eeecad72-b281-4e28-be60-4542b4a275aa.svs,784448,269.9629421,181.2363443,small-nuclei,0,
stad,TCGA-BR-8382-01Z-00-DX1.b74fc4a1-4dfc-47dc-8ee1-2fa44ad17a69.svs,2042023,271.1081428,239.0837355,small-nuclei,0,
stad,TCGA-BR-8384-01Z-00-DX1.4f2655b6-39ef-4532-b8ed-b604ee5dada5.svs,1149013,265.1358505,188.2168838,small-nuclei,0,
stad,TCGA-BR-8677-01Z-00-DX1.7b2468f0-636f-4447-ae26-05cacf24e9c4.svs,1471503,283.875426,226.5519222,small-nuclei,0,
stad,TCGA-BR-A44T-01Z-00-DX1.46AA24E7-F2C9-418B-90AA-D6DA2896F5DE.svs,893605,274.0843337,189.2597162,small-nuclei,0,
stad,TCGA-BR-A44U-01Z-00-DX1.8C665560-8CAC-4ABF-B2B2-17A76B3A9F14.svs,871709,277.8977514,211.0435819,small-nuclei,0,
stad,TCGA-CD-5813-01Z-00-DX1.a9b5e164-af59-4834-99d2-a3fb0d430def.svs,628252,259.0895389,238.9796768,small-nuclei,0,
stad,TCGA-D7-5577-01Z-00-DX2.FFE2889A-1E01-4D57-9B81-671465A1FB21.svs,1189626,281.8934236,219.9662392,small-nuclei,0,trash in the center of the image
stad,TCGA-D7-8575-01Z-00-DX1.11006AF4-D0CD-46DF-909A-29E345191C4C.svs,1193332,279.3907488,199.3954927,small-nuclei,0,
stad,TCGA-SW-A7EA-01Z-00-DX1.C5E1BE0E-0A25-4480-A3AC-DB2ED7471A4E.svs,511972,284.7178908,272.1745188,small-nuclei,0,
stad,TCGA-VQ-A8PH-01Z-00-DX1.79A66B42-B6CF-49F9-9204-DC21A57DAFF6.svs,2324308,271.6385126,252.3568652,small-nuclei,0,
stad,TCGA-VQ-A8PZ-01Z-00-DX1.EE25BECD-7611-48EC-B78C-27F5E5BDD5DF.svs,716227,276.9348698,211.8968779,small-nuclei,0,
stad,TCGA-CG-4304-01Z-00-DX1.65e18165-6009-4820-bed2-23c43baa2495.svs,631839,705.1670568,723.3618527,huge-nuclei,0,clumps and missing nuclei to some extent
stad,TCGA-CG-4305-01Z-00-DX1.65167641-c270-4763-8bb8-cadedb17279d.svs,219606,727.1836972,987.7139352,huge-nuclei,1,clumps and missing nuclei
stad,TCGA-CG-4306-01Z-00-DX1.d4b89854-8529-4fb5-847a-ddb59b163727.svs,339252,647.5974143,749.5427205,huge-nuclei,1,clumps and missing nuclei
stad,TCGA-CG-4443-01Z-00-DX1.484defba-273b-4683-9c32-883f3da8ba5f.svs,214914,679.9852871,375.1252191,huge-nuclei,0,
stad,TCGA-CG-4460-01Z-00-DX1.498845d6-e330-45d7-a5ac-153f2cf9b3c7.svs,143480,1005.129384,1099.269912,huge-nuclei,0,
stad,TCGA-CG-4465-01Z-00-DX1.94a5e10c-2d21-4b3d-84d2-3b74d17ad088.svs,583372,691.6705327,670.524826,huge-nuclei,1,clumps and missing nuclei
stad,TCGA-CG-4466-01Z-00-DX1.cddbdb00-0856-471e-82f5-911e0416467e.svs,191335,1008.258374,1078.272491,huge-nuclei,1,clumps and missing nuclei
stad,TCGA-CG-4469-01Z-00-DX1.005fafe8-ec9e-4283-95e4-f3cea0ac2365.svs,531420,882.734517,840.7468422,huge-nuclei,0,
stad,TCGA-CG-4474-01Z-00-DX1.b98d7365-75b1-4c90-80e0-fab8b354f411.svs,290768,650.6268709,575.2515818,huge-nuclei,0,clumps to some extent
stad,TCGA-CG-4477-01Z-00-DX1.298d0c11-7e95-4c72-8446-a2cd5a87667f.svs,366690,692.6071859,666.568552,huge-nuclei,0,
stad,TCGA-EQ-A4SO-01Z-00-DX1.9A41602A-AAAE-4522-9DAB-73CF25FB8756.svs,469098,732.6015801,806.626701,huge-nuclei,0,missing nuclei to some extent
stad,TCGA-HF-7136-01Z-00-DX1.F8C07BE3-06C7-4202-97C6-10B81D322A16.svs,701063,723.5790393,833.5498108,huge-nuclei,0,clumps to some extent
stad,TCGA-HU-A4HD-01Z-00-DX1.A6BA5209-C593-4B87-ADD0-65E05072294B.svs,217277,712.310852,696.072114,huge-nuclei,0,
stad,TCGA-BR-6707-01Z-00-DX1.fade928c-b514-43d8-90dd-37b505df9992.svs,1389478,467.3941077,788.0318814,huge-variation,1,wrong segmentation in marker regions
stad,TCGA-F1-6177-01Z-00-DX1.7687CABE-8984-4396-882C-978C15F66401.svs,1348848,472.9976558,757.5894945,huge-variation,1,clumps and missing nuclei
stad,TCGA-HF-7132-01Z-00-DX1.AD1CA78F-2AAA-41F2-93CE-6DF2AD60ED1A.svs,401812,536.3696057,761.2124539,huge-variation,1,clumps
stad,TCGA-HF-7134-01Z-00-DX1.A84E2A6E-05F4-4A4B-8F64-9B9D1B33838E.svs,920159,544.2059601,705.989586,huge-variation,1,clumps and missing nuclei
stad,TCGA-HU-8244-01Z-00-DX1.EF15C805-A823-46EA-B737-2EC4A8C5C278.svs,1747821,537.4994602,760.803594,huge-variation,1,clumps and missing nuclei
ucec,TCGA-AJ-A23N-01Z-00-DX1.42F1DEED-AF28-4B78-B41C-F560F932F8F7.svs,130339,524.5997131,626.7310842,few-nuclei,1,missing nuclei; part of the image out of focus
ucec,TCGA-AJ-A2QN-01Z-00-DX1.0DB48EE5-6C8A-49E7-A497-20F0F3AB0528.svs,196520,440.341782,323.8018287,few-nuclei,0,
ucec,TCGA-AJ-A2QO-01Z-00-DX1.6494944E-9B7A-4C6E-9F4E-D34D63A2C142.svs,201790,508.7108677,376.498133,few-nuclei,0,
ucec,TCGA-AJ-A3BG-01Z-00-DX1.87799C6D-8229-4DE2-BD60-AEE1B44CD2CE.svs,214438,421.5303631,342.7183479,few-nuclei,0,
ucec,TCGA-AJ-A3EL-01Z-00-DX1.5E142ECE-2DA3-4958-B8E1-C9BC85BC12A4.svs,226678,347.0078746,295.2298121,few-nuclei,0,
ucec,TCGA-AJ-A3IA-01Z-00-DX1.3858D066-E570-4175-9CAC-DB743F6BC376.svs,193358,614.7467909,430.3479668,few-nuclei,0,missing nuclei to some extent
ucec,TCGA-AJ-A3NG-01Z-00-DX1.CC813A02-E9A3-4BCF-9562-23856B21F3E0.svs,178330,380.0319352,351.9201639,few-nuclei,0,
ucec,TCGA-AJ-A3NH-01Z-00-DX1.DF5E5AE7-07EB-49AE-8654-EB362A64E2C7.svs,217413,645.7486121,456.1010062,few-nuclei,0,
ucec,TCGA-AJ-A3OK-01Z-00-DX1.F8611C3B-1FED-4F44-B614-9CE3AB57BE37.svs,209678,487.1876926,342.490507,few-nuclei,0,
ucec,TCGA-AJ-A3QS-01Z-00-DX1.2C965C92-FCD3-4ED6-BE0F-403E84FFA4DA.svs,143888,440.2293242,431.0801955,few-nuclei,0,
ucec,TCGA-AJ-A4ZG-01Z-00-DX1.6EC032CB-9951-46C3-A0A6-B8F433F28A5D.svs,144755,558.8499119,421.4105043,few-nuclei,0,
ucec,TCGA-AJ-A5DW-01Z-00-DX1.43384999-B08F-4D79-AD31-7194C28B04D5.svs,163370,569.5272633,589.9417177,few-nuclei,1,clumps and missing nuclei
ucec,TCGA-AJ-A8CV-01Z-00-DX1.55DF27AD-3DF8-4458-9333-636E403B0ACF.svs,183974,456.1592127,380.7445088,few-nuclei,0,clumps and missing nuclei to some extent
ucec,TCGA-AJ-A8CW-01Z-00-DX1.429636B9-E0C8-4AC1-96EA-08FE5865C44B.svs,170833,560.4991541,459.5260202,few-nuclei,1,clumps and missing nuclei
ucec,TCGA-AX-A0IW-01Z-00-DX2.CAB9FB3A-C877-4F98-865F-F2ED16621A28.svs,197489,252.7221314,249.7473971,few-nuclei,1,stain of the slide is significantly off
ucec,TCGA-BK-A0CC-01Z-00-DX2.67D09615-834B-4520-9AE0-D88DB23508B5.svs,137054,576.3091044,623.7614095,few-nuclei,0,
ucec,TCGA-BK-A139-01Z-00-DX3.D7636AED-FC27-4996-B709-DF8C865C91D4.svs,238884,660.1068887,623.5663793,few-nuclei,0,
ucec,TCGA-BK-A13C-01Z-00-DX1.5DB9EB77-5E29-479F-BC6E-0D5A404E10CD.svs,240397,740.6920303,560.7111853,few-nuclei,0,
ucec,TCGA-BK-A13C-01Z-00-DX2.BA3E7B9E-44A3-42A5-9971-9E830653443B.svs,199580,768.6045997,643.7574287,few-nuclei,0,
ucec,TCGA-BK-A26L-01Z-00-DX1.0D83E5C4-42EA-45C9-960D-C08F47E18D7A.svs,244664,705.2956504,669.849148,few-nuclei,1,missing nuclei
ucec,TCGA-BK-A6W4-01Z-00-DX1.1C36AB2B-FC3E-4F51-A18A-1B3080E18672.svs,89981,427.7938787,428.0563796,few-nuclei,1,missing nuclei
ucec,TCGA-EO-A2CH-01Z-00-DX1.E668F306-9D3C-46B8-8E9F-D1517FB7353C.svs,229687,1015.351491,1258.476654,few-nuclei,1,clumps
ucec,TCGA-EY-A1G7-01Z-00-DX1.540031B3-0CE2-44FC-A418-1FBA8E242699.svs,219351,948.5514221,1518.449618,few-nuclei,0,
ucec,TCGA-5B-A90C-01Z-00-DX1.3F24BFBE-425C-456A-AFFF-55CB7B43FC3E.svs,3004665,251.3775439,214.8407714,small-nuclei,0,
ucec,TCGA-AX-A05W-01Z-00-DX1.14D1DDC9-0E55-443C-9A7F-931D22B8E00D.svs,680799,243.2562988,220.5696559,small-nuclei,0,
ucec,TCGA-AX-A05W-01Z-00-DX2.AB4079F0-4884-4380-B78A-520A845D7482.svs,1884569,257.6470678,225.1880478,small-nuclei,0,
ucec,TCGA-AX-A05Y-01Z-00-DX2.107339BB-92BF-487F-B3C4-F7C36291A9EA.svs,2499884,223.2963237,218.3124597,small-nuclei,0,
ucec,TCGA-AX-A062-01Z-00-DX2.3B3151D7-83C9-4932-9A23-D6FE4D490F8B.svs,1005958,195.8101531,144.0962926,small-nuclei,0,
ucec,TCGA-AX-A06B-01Z-00-DX1.A8FBE4EE-2041-424E-BAD4-C7F5EE3A3DC7.svs,1015631,237.8125973,186.8807338,small-nuclei,0,
ucec,TCGA-AX-A1CA-01Z-00-DX1.B1D82CB5-F601-4E6A-B60E-08EDF11BC5BF.svs,2506055,225.1759794,158.7800668,small-nuclei,0,
ucec,TCGA-AX-A1CP-01Z-00-DX1.48F69A91-A977-42AB-A102-1FEF5A506180.svs,3573655,250.3416407,219.5294401,small-nuclei,0,
ucec,TCGA-AX-A2IO-01Z-00-DX1.6FE33810-286F-42F9-B1B3-4FB852A642C8.svs,1787635,249.7493129,195.1984753,small-nuclei,0,
ucec,TCGA-B5-A11I-01Z-00-DX1.7E8DD2BF-756B-4E51-AA97-32A3FE267825.svs,2161686,238.9493386,188.0387546,small-nuclei,0,
ucec,TCGA-BS-A0TD-01Z-00-DX1.27779632-D366-418A-8B5B-8DBA9A9F9A09.svs,2554199,248.2275586,206.3452604,small-nuclei,0,
ucec,TCGA-BS-A0UF-01Z-00-DX1.C319ED0C-1262-4C7D-8B1D-DCC4C04552E4.svs,2752674,253.6603735,289.8388632,small-nuclei,0,
ucec,TCGA-BS-A0UL-01Z-00-DX1.A1803C44-C1F0-4D4A-9DB6-D28E706C8C3F.svs,2707539,216.2491539,180.3252031,small-nuclei,0,
ucec,TCGA-D1-A16X-01Z-00-DX1.7DC96E49-69EF-43E6-9426-9D44264B3D19.svs,5349730,251.7876704,205.9378383,small-nuclei,0,
ucec,TCGA-D1-A16Y-01Z-00-DX1.33F73EE3-E86C-4402-9118-BC215EBACDA6.svs,2402729,247.6707868,198.3925948,small-nuclei,0,
ucec,TCGA-EO-A22T-01Z-00-DX1.9947473F-E77F-49FA-8428-73E6D35CE7E7.svs,633046,255.3875074,194.1971859,small-nuclei,0,
ucec,TCGA-FI-A2D0-01Z-00-DX1.35D408A5-5D61-41AE-9E44-6652558FF6D6.svs,3723544,250.8059553,233.3494404,small-nuclei,0,missing nuclei to some extent
ucec,TCGA-FI-A2EX-01Z-00-DX1.127F5153-745D-43E6-83CA-DE2738702C62.svs,3711219,248.7453265,234.5318439,small-nuclei,0,
ucec,TCGA-FI-A2F8-01Z-00-DX1.5F5D4B9B-8CC5-454C-BB6C-3E6FFE447CB3.svs,4402184,245.0905535,175.2830117,small-nuclei,0,
ucec,TCGA-PG-A914-01Z-00-DX1.84F19325-D7E3-4CB3-B887-05C7D7D7A9CF.svs,683026,245.7694509,169.8619612,small-nuclei,0,
ucec,TCGA-PG-A914-01Z-00-DX2.3E26BE80-C385-4DB2-AECC-B5E607BC1FEB.svs,922760,255.7645357,185.9891825,small-nuclei,0,
ucec,TCGA-PG-A916-01Z-00-DX7.1F385796-7AEC-43CE-9F6A-564204BA9BE6.svs,1894191,220.1519076,138.6217109,small-nuclei,0,
ucec,TCGA-A5-A0R6-01Z-00-DX1.4AFF4E99-BAB8-46CE-9F8B-324BAE904573.svs,2322506,767.9562356,897.8882772,huge-nuclei,1,clumps and missing nuclei
ucec,TCGA-AP-A0LL-01Z-00-DX1.2BD59718-52F7-485A-8F15-0BDEC245CC5A.svs,1684972,800.6328746,961.3278192,huge-nuclei,1,clumps and missing nuclei
ucec,TCGA-BK-A0CA-01Z-00-DX1.1A831454-1A9A-4E7B-BF04-28638F715727.svs,257431,760.4899954,979.4193816,huge-nuclei,1,clumps and missing nuclei
ucec,TCGA-BK-A13B-01Z-00-DX2.94ED8CB1-3FF7-42FC-8E1E-D089C6AE4B98.svs,548488,778.6478428,647.2577523,huge-nuclei,0,
ucec,TCGA-EY-A1GC-01Z-00-DX1.9899D40A-2EC2-44CA-B349-93D03E205C1F.svs,2795429,792.1695969,653.5444382,huge-nuclei,0,
ucec,TCGA-EY-A1GJ-01Z-00-DX1.6E4CA452-7399-46A9-BA2E-1F9D34E3D568.svs,804967,766.1035881,618.1665478,huge-nuclei,0,
ucec,TCGA-EY-A1GM-01Z-00-DX1.038A876C-5C16-49D9-A9AC-C9D570F19044.svs,907409,768.8735785,753.6338083,huge-nuclei,0,clumps to some extent
ucec,TCGA-EY-A1GO-01Z-00-DX1.0D5DFFA7-55E9-49A2-9138-1270B7A42A61.svs,955315,763.3253848,656.3765841,huge-nuclei,0,
ucec,TCGA-EY-A1GR-01Z-00-DX1.71D5A07A-FC39-47F2-B70B-56A0CF57127B.svs,1692639,824.355188,746.4210829,huge-nuclei,0,
ucec,TCGA-EY-A1GS-01Z-00-DX1.444DFED6-2CE6-4056-A6C6-C1F0FE6A1F02.svs,1124533,801.7113184,725.3911534,huge-nuclei,0,
ucec,TCGA-EY-A1GT-01Z-00-DX1.397B39D8-B29C-4CC5-BD77-E1F3B939BDF7.svs,624597,790.8114096,943.445904,huge-nuclei,1,clumps
ucec,TCGA-EY-A1GW-01Z-00-DX1.E68D09F9-F3C8-4B3C-9A2F-25CA6A4CB550.svs,865997,872.4844428,594.4521534,huge-nuclei,0,
ucec,TCGA-EY-A212-01Z-00-DX1.948F98F8-1360-406F-AF7B-B30ED54114EC.svs,946322,808.6590917,750.6711215,huge-nuclei,0,clumps and missing nuclei to some extent
ucec,TCGA-EY-A2ON-01Z-00-DX1.F1B8DF0C-35F8-4FB7-A53C-1FCDDC5CFF4F.svs,256360,879.8335544,945.1587353,huge-nuclei,0,
ucec,TCGA-EY-A72D-01Z-00-DX1.4303F43E-9702-4089-A854-4072C87A1FAC.svs,802145,769.5858642,720.7369322,huge-nuclei,0,clumps and missing nuclei to some extent
ucec,TCGA-4E-A92E-01Z-00-DX2.465234E4-02AC-40DF-9752-E16DAF080A78.svs,502911,567.8671534,814.7541154,huge-variation,1,clumps
ucec,TCGA-AP-A0LE-01Z-00-DX1.0FBE400E-4CA0-4149-8D4A-7B9F8F2BB2B2.svs,2307325,639.6275336,751.655083,huge-variation,1,missing nuclei. magnification level of the slide is weird
ucec,TCGA-BG-A0M6-01Z-00-DX1.8FF734BF-6835-45DF-A776-7F3F670DBA19.svs,1670165,686.4881063,758.5088871,huge-variation,1,
ucec,TCGA-BG-A0MC-01Z-00-DX1.A6C9E0EC-E449-45BB-8AAA-1AEBB01495D4.svs,2056422,668.0670023,802.7809367,huge-variation,1,color of the slide is off
ucec,TCGA-BK-A139-01Z-00-DX1.14D0CB22-0AF7-480A-A15A-59EA14119AD6.svs,953462,662.6712192,818.395219,huge-variation,?,
